customer_id,cluster,cluster_label
CUS3232,0,Mainstream customer
CUS3233,0,Mainstream customer
CUS3234,0,Mainstream customer
CUS3235,3,Urban Trendy Berlin
CUS3236,0,Mainstream customer
CUS3237,0,Mainstream customer
CUS3238,0,Mainstream customer
CUS3239,0,Mainstream customer
CUS324,1,Discount customer
CUS3240,0,Mainstream customer
CUS3241,0,Mainstream customer
CUS3242,0,Mainstream customer
CUS3243,0,Mainstream customer
CUS3244,0,Mainstream customer
CUS3245,1,Discount customer
CUS3246,0,Mainstream customer
CUS3247,0,Mainstream customer
CUS3248,1,Discount customer
CUS3249,1,Discount customer
CUS325,0,Mainstream customer
CUS3250,1,Discount customer
CUS3251,1,Discount customer
CUS3252,0,Mainstream customer
CUS3253,0,Mainstream customer
CUS3254,0,Mainstream customer
CUS3255,0,Mainstream customer
CUS3256,0,Mainstream customer
CUS3257,1,Discount customer
CUS3258,1,Discount customer
CUS3259,0,Mainstream customer
CUS326,0,Mainstream customer
CUS3260,0,Mainstream customer
CUS3261,3,Urban Trendy Berlin
CUS3262,0,Mainstream customer
CUS3263,0,Mainstream customer
CUS3264,1,Discount customer
CUS3265,1,Discount customer
CUS3266,1,Discount customer
CUS3267,0,Mainstream customer
CUS3268,0,Mainstream customer
CUS3269,3,Urban Trendy Berlin
CUS327,0,Mainstream customer
CUS3270,0,Mainstream customer
CUS3271,1,Discount customer
CUS3272,0,Mainstream customer
CUS3273,1,Discount customer
CUS3274,0,Mainstream customer
CUS3275,0,Mainstream customer
CUS3276,0,Mainstream customer
CUS3277,1,Discount customer
CUS3278,0,Mainstream customer
CUS3279,0,Mainstream customer
CUS328,1,Discount customer
CUS3280,0,Mainstream customer
CUS3281,0,Mainstream customer
CUS3282,0,Mainstream customer
CUS3283,0,Mainstream customer
CUS3284,0,Mainstream customer
CUS3285,1,Discount customer
CUS3286,0,Mainstream customer
CUS3287,0,Mainstream customer
CUS3288,0,Mainstream customer
CUS3289,0,Mainstream customer
CUS329,0,Mainstream customer
CUS3290,0,Mainstream customer
CUS3291,0,Mainstream customer
CUS3292,1,Discount customer
CUS3293,0,Mainstream customer
CUS3294,0,Mainstream customer
CUS3295,1,Discount customer
CUS3296,0,Mainstream customer
CUS3297,0,Mainstream customer
CUS3298,1,Discount customer
CUS3299,0,Mainstream customer
CUS33,1,Discount customer
CUS330,0,Mainstream customer
CUS3300,0,Mainstream customer
CUS3301,0,Mainstream customer
CUS3302,0,Mainstream customer
CUS3303,1,Discount customer
CUS3304,0,Mainstream customer
CUS3305,0,Mainstream customer
CUS3306,1,Discount customer
CUS3307,0,Mainstream customer
CUS3308,1,Discount customer
CUS3309,1,Discount customer
CUS331,0,Mainstream customer
CUS3310,0,Mainstream customer
CUS3311,0,Mainstream customer
CUS3312,0,Mainstream customer
CUS3313,0,Mainstream customer
CUS3314,0,Mainstream customer
CUS3315,0,Mainstream customer
CUS3316,0,Mainstream customer
CUS3317,0,Mainstream customer
CUS3318,0,Mainstream customer
CUS3319,0,Mainstream customer
CUS332,0,Mainstream customer
CUS3320,0,Mainstream customer
CUS3321,1,Discount customer
CUS3322,2,Premium Bremen Niche
CUS3323,0,Mainstream customer
CUS3324,1,Discount customer
CUS3325,1,Discount customer
CUS3326,0,Mainstream customer
CUS3327,0,Mainstream customer
CUS3328,0,Mainstream customer
CUS3329,0,Mainstream customer
CUS333,0,Mainstream customer
CUS3330,1,Discount customer
CUS3331,3,Urban Trendy Berlin
CUS3332,0,Mainstream customer
CUS3333,0,Mainstream customer
CUS3334,1,Discount customer
CUS3335,2,Premium Bremen Niche
CUS3336,0,Mainstream customer
CUS3337,0,Mainstream customer
CUS3338,1,Discount customer
CUS3339,0,Mainstream customer
CUS334,0,Mainstream customer
CUS3340,0,Mainstream customer
CUS3341,3,Urban Trendy Berlin
CUS3342,0,Mainstream customer
CUS3343,0,Mainstream customer
CUS3344,0,Mainstream customer
CUS3345,0,Mainstream customer
CUS3346,0,Mainstream customer
CUS3347,1,Discount customer
CUS3348,1,Discount customer
CUS3349,2,Premium Bremen Niche
CUS335,0,Mainstream customer
CUS3350,0,Mainstream customer
CUS3351,0,Mainstream customer
CUS3352,1,Discount customer
CUS3353,0,Mainstream customer
CUS3354,0,Mainstream customer
CUS3355,0,Mainstream customer
CUS3356,0,Mainstream customer
CUS3357,1,Discount customer
CUS3358,1,Discount customer
CUS3359,0,Mainstream customer
CUS336,0,Mainstream customer
CUS3360,0,Mainstream customer
CUS3361,1,Discount customer
CUS3362,0,Mainstream customer
CUS3363,0,Mainstream customer
CUS3364,1,Discount customer
CUS3365,0,Mainstream customer
CUS3366,1,Discount customer
CUS3367,0,Mainstream customer
CUS3368,0,Mainstream customer
CUS3369,0,Mainstream customer
CUS337,1,Discount customer
CUS3370,3,Urban Trendy Berlin
CUS3371,0,Mainstream customer
CUS3372,0,Mainstream customer
CUS3373,0,Mainstream customer
CUS3374,0,Mainstream customer
CUS3375,1,Discount customer
CUS3376,0,Mainstream customer
CUS3377,0,Mainstream customer
CUS3378,0,Mainstream customer
CUS3379,1,Discount customer
CUS338,0,Mainstream customer
CUS3380,0,Mainstream customer
CUS3381,0,Mainstream customer
CUS3382,0,Mainstream customer
CUS3383,0,Mainstream customer
CUS3384,0,Mainstream customer
CUS3385,0,Mainstream customer
CUS3386,0,Mainstream customer
CUS3387,0,Mainstream customer
CUS3388,0,Mainstream customer
CUS3389,1,Discount customer
CUS339,0,Mainstream customer
CUS3390,0,Mainstream customer
CUS3391,0,Mainstream customer
CUS3392,0,Mainstream customer
CUS3393,1,Discount customer
CUS3394,3,Urban Trendy Berlin
CUS3395,0,Mainstream customer
CUS3396,1,Discount customer
CUS3397,1,Discount customer
CUS3398,0,Mainstream customer
CUS3399,0,Mainstream customer
CUS34,1,Discount customer
CUS340,1,Discount customer
CUS3400,0,Mainstream customer
CUS3401,0,Mainstream customer
CUS3402,0,Mainstream customer
CUS3403,0,Mainstream customer
CUS3404,1,Discount customer
CUS3405,0,Mainstream customer
CUS3406,1,Discount customer
CUS3407,0,Mainstream customer
CUS3408,0,Mainstream customer
CUS3409,1,Discount customer
CUS341,0,Mainstream customer
CUS3410,1,Discount customer
CUS3411,2,Premium Bremen Niche
CUS3412,0,Mainstream customer
CUS3413,0,Mainstream customer
CUS3414,1,Discount customer
CUS3415,0,Mainstream customer
CUS3416,0,Mainstream customer
CUS3417,0,Mainstream customer
CUS3418,0,Mainstream customer
CUS3419,0,Mainstream customer
CUS342,0,Mainstream customer
CUS3420,0,Mainstream customer
CUS3421,0,Mainstream customer
CUS3422,3,Urban Trendy Berlin
CUS3423,0,Mainstream customer
CUS3424,0,Mainstream customer
CUS3425,0,Mainstream customer
CUS3426,1,Discount customer
CUS3427,1,Discount customer
CUS3428,3,Urban Trendy Berlin
CUS3429,0,Mainstream customer
CUS343,1,Discount customer
CUS3430,0,Mainstream customer
CUS3431,0,Mainstream customer
CUS3432,0,Mainstream customer
CUS3433,0,Mainstream customer
CUS3434,0,Mainstream customer
CUS3435,0,Mainstream customer
CUS3436,0,Mainstream customer
CUS3437,0,Mainstream customer
CUS3438,0,Mainstream customer
CUS3439,0,Mainstream customer
CUS344,0,Mainstream customer
CUS3440,1,Discount customer
CUS3441,0,Mainstream customer
CUS3442,0,Mainstream customer
CUS3443,0,Mainstream customer
CUS3444,0,Mainstream customer
CUS3445,0,Mainstream customer
CUS3446,1,Discount customer
CUS3447,0,Mainstream customer
CUS3448,1,Discount customer
CUS3449,0,Mainstream customer
CUS345,0,Mainstream customer
CUS3450,0,Mainstream customer
CUS3451,1,Discount customer
CUS3452,1,Discount customer
CUS3453,0,Mainstream customer
CUS3454,1,Discount customer
CUS3455,0,Mainstream customer
CUS3456,0,Mainstream customer
CUS3457,1,Discount customer
CUS3458,0,Mainstream customer
CUS3459,2,Premium Bremen Niche
CUS346,0,Mainstream customer
CUS3460,0,Mainstream customer
CUS3461,0,Mainstream customer
CUS3462,0,Mainstream customer
CUS3463,0,Mainstream customer
CUS3464,1,Discount customer
CUS3465,0,Mainstream customer
CUS3466,0,Mainstream customer
CUS3467,1,Discount customer
CUS3468,0,Mainstream customer
CUS3469,0,Mainstream customer
CUS347,0,Mainstream customer
CUS3470,0,Mainstream customer
CUS3471,1,Discount customer
CUS3472,0,Mainstream customer
CUS3473,0,Mainstream customer
CUS3474,0,Mainstream customer
CUS3475,1,Discount customer
CUS3476,0,Mainstream customer
CUS3477,1,Discount customer
CUS3478,3,Urban Trendy Berlin
CUS3479,0,Mainstream customer
CUS348,1,Discount customer
CUS3480,1,Discount customer
CUS3481,0,Mainstream customer
CUS3482,0,Mainstream customer
CUS3483,0,Mainstream customer
CUS3484,1,Discount customer
CUS3485,0,Mainstream customer
CUS3486,0,Mainstream customer
CUS3487,1,Discount customer
CUS3488,0,Mainstream customer
CUS3489,1,Discount customer
CUS349,0,Mainstream customer
CUS3490,0,Mainstream customer
CUS3491,0,Mainstream customer
CUS3492,0,Mainstream customer
CUS3493,0,Mainstream customer
CUS3494,1,Discount customer
CUS3495,0,Mainstream customer
CUS3496,1,Discount customer
CUS3497,1,Discount customer
CUS3498,0,Mainstream customer
CUS3499,0,Mainstream customer
CUS35,1,Discount customer
CUS350,0,Mainstream customer
CUS3500,1,Discount customer
CUS3501,1,Discount customer
CUS3502,0,Mainstream customer
CUS3503,0,Mainstream customer
CUS3504,0,Mainstream customer
CUS3505,0,Mainstream customer
CUS3506,0,Mainstream customer
CUS3507,0,Mainstream customer
CUS3508,0,Mainstream customer
CUS3509,0,Mainstream customer
CUS351,0,Mainstream customer
CUS3510,0,Mainstream customer
CUS3511,1,Discount customer
CUS3512,1,Discount customer
CUS3513,0,Mainstream customer
CUS3514,0,Mainstream customer
CUS3515,0,Mainstream customer
CUS3516,1,Discount customer
CUS3517,1,Discount customer
CUS3518,0,Mainstream customer
CUS3519,1,Discount customer
CUS352,0,Mainstream customer
CUS3520,1,Discount customer
CUS3521,0,Mainstream customer
CUS3522,0,Mainstream customer
CUS3523,0,Mainstream customer
CUS3524,0,Mainstream customer
CUS3525,0,Mainstream customer
CUS3526,0,Mainstream customer
CUS3527,0,Mainstream customer
CUS3528,0,Mainstream customer
CUS3529,0,Mainstream customer
CUS353,0,Mainstream customer
CUS3530,1,Discount customer
CUS3531,3,Urban Trendy Berlin
CUS3532,0,Mainstream customer
CUS3533,0,Mainstream customer
CUS3534,1,Discount customer
CUS3535,0,Mainstream customer
CUS3536,0,Mainstream customer
CUS3537,0,Mainstream customer
CUS3538,0,Mainstream customer
CUS3539,0,Mainstream customer
CUS354,0,Mainstream customer
CUS3540,1,Discount customer
CUS3541,1,Discount customer
CUS3542,1,Discount customer
CUS3543,0,Mainstream customer
CUS3544,1,Discount customer
CUS3545,1,Discount customer
CUS3546,1,Discount customer
CUS3547,0,Mainstream customer
CUS3548,0,Mainstream customer
CUS3549,0,Mainstream customer
CUS355,0,Mainstream customer
CUS3550,1,Discount customer
CUS3551,0,Mainstream customer
CUS3552,0,Mainstream customer
CUS3553,1,Discount customer
CUS3554,0,Mainstream customer
CUS3555,1,Discount customer
CUS3556,0,Mainstream customer
CUS3557,0,Mainstream customer
CUS3558,1,Discount customer
CUS3559,1,Discount customer
CUS356,0,Mainstream customer
CUS3560,1,Discount customer
CUS3561,1,Discount customer
CUS3562,1,Discount customer
CUS3563,1,Discount customer
CUS3564,1,Discount customer
CUS3565,1,Discount customer
CUS3566,0,Mainstream customer
CUS3567,2,Premium Bremen Niche
CUS3568,3,Urban Trendy Berlin
CUS3569,1,Discount customer
CUS357,0,Mainstream customer
CUS3570,0,Mainstream customer
CUS3571,0,Mainstream customer
CUS3572,0,Mainstream customer
CUS3573,1,Discount customer
CUS3574,1,Discount customer
CUS3575,0,Mainstream customer
CUS3576,0,Mainstream customer
CUS3577,0,Mainstream customer
CUS3578,0,Mainstream customer
CUS3579,0,Mainstream customer
CUS358,2,Premium Bremen Niche
CUS3580,1,Discount customer
CUS3581,1,Discount customer
CUS3582,0,Mainstream customer
CUS3583,1,Discount customer
CUS3584,1,Discount customer
CUS3585,0,Mainstream customer
CUS3586,0,Mainstream customer
CUS3587,3,Urban Trendy Berlin
CUS3588,0,Mainstream customer
CUS3589,0,Mainstream customer
CUS359,0,Mainstream customer
CUS3590,0,Mainstream customer
CUS3591,0,Mainstream customer
CUS3592,0,Mainstream customer
CUS3593,0,Mainstream customer
CUS3594,0,Mainstream customer
CUS3595,0,Mainstream customer
CUS3596,1,Discount customer
CUS3597,0,Mainstream customer
CUS3598,1,Discount customer
CUS3599,0,Mainstream customer
CUS36,0,Mainstream customer
CUS360,3,Urban Trendy Berlin
CUS3600,1,Discount customer
CUS3601,0,Mainstream customer
CUS3602,1,Discount customer
CUS3603,0,Mainstream customer
CUS3604,1,Discount customer
CUS3605,0,Mainstream customer
CUS3606,1,Discount customer
CUS3607,0,Mainstream customer
CUS3608,0,Mainstream customer
CUS3609,0,Mainstream customer
CUS361,1,Discount customer
CUS3610,0,Mainstream customer
CUS3611,1,Discount customer
CUS3612,0,Mainstream customer
CUS3613,2,Premium Bremen Niche
CUS3614,0,Mainstream customer
CUS3615,0,Mainstream customer
CUS3616,0,Mainstream customer
CUS3617,0,Mainstream customer
CUS3618,1,Discount customer
CUS3619,1,Discount customer
CUS362,3,Urban Trendy Berlin
CUS3620,1,Discount customer
CUS3621,0,Mainstream customer
CUS3622,0,Mainstream customer
CUS3623,0,Mainstream customer
CUS3624,0,Mainstream customer
CUS3625,0,Mainstream customer
CUS3626,1,Discount customer
CUS3627,0,Mainstream customer
CUS3628,0,Mainstream customer
CUS3629,0,Mainstream customer
CUS363,1,Discount customer
CUS3630,1,Discount customer
CUS3631,0,Mainstream customer
CUS3632,0,Mainstream customer
CUS3633,1,Discount customer
CUS3634,1,Discount customer
CUS3635,0,Mainstream customer
CUS3636,0,Mainstream customer
CUS3637,0,Mainstream customer
CUS3638,0,Mainstream customer
CUS3639,0,Mainstream customer
CUS364,0,Mainstream customer
CUS3640,0,Mainstream customer
CUS3641,3,Urban Trendy Berlin
CUS3642,0,Mainstream customer
CUS3643,3,Urban Trendy Berlin
CUS3644,0,Mainstream customer
CUS3645,0,Mainstream customer
CUS3646,1,Discount customer
CUS3647,1,Discount customer
CUS3648,0,Mainstream customer
CUS3649,1,Discount customer
CUS365,0,Mainstream customer
CUS3650,0,Mainstream customer
CUS3651,1,Discount customer
CUS3652,1,Discount customer
CUS3653,1,Discount customer
CUS3654,0,Mainstream customer
CUS3655,0,Mainstream customer
CUS3656,0,Mainstream customer
CUS3657,0,Mainstream customer
CUS3658,0,Mainstream customer
CUS3659,2,Premium Bremen Niche
CUS366,1,Discount customer
CUS3660,1,Discount customer
CUS3661,2,Premium Bremen Niche
CUS3662,0,Mainstream customer
CUS3663,0,Mainstream customer
CUS3664,1,Discount customer
CUS3665,0,Mainstream customer
CUS3666,0,Mainstream customer
CUS3667,1,Discount customer
CUS3668,1,Discount customer
CUS3669,2,Premium Bremen Niche
CUS367,1,Discount customer
CUS3670,0,Mainstream customer
CUS3671,0,Mainstream customer
CUS3672,0,Mainstream customer
CUS3673,0,Mainstream customer
CUS3674,1,Discount customer
CUS3675,1,Discount customer
CUS3676,0,Mainstream customer
CUS3677,0,Mainstream customer
CUS3678,0,Mainstream customer
CUS3679,1,Discount customer
CUS368,1,Discount customer
CUS3680,0,Mainstream customer
CUS3681,0,Mainstream customer
CUS3682,1,Discount customer
CUS3683,0,Mainstream customer
CUS3684,0,Mainstream customer
CUS3685,0,Mainstream customer
CUS3686,1,Discount customer
CUS3687,0,Mainstream customer
CUS3688,1,Discount customer
CUS3689,1,Discount customer
CUS369,1,Discount customer
CUS3690,1,Discount customer
CUS3691,0,Mainstream customer
CUS3692,0,Mainstream customer
CUS3693,0,Mainstream customer
CUS3694,1,Discount customer
CUS3695,0,Mainstream customer
CUS3696,1,Discount customer
CUS3697,0,Mainstream customer
CUS3698,0,Mainstream customer
CUS3699,0,Mainstream customer
CUS37,0,Mainstream customer
CUS370,1,Discount customer
CUS3700,0,Mainstream customer
CUS3701,0,Mainstream customer
CUS3702,0,Mainstream customer
CUS3703,0,Mainstream customer
CUS3704,0,Mainstream customer
CUS3705,0,Mainstream customer
CUS3706,0,Mainstream customer
CUS3707,0,Mainstream customer
CUS3708,0,Mainstream customer
CUS3709,0,Mainstream customer
CUS371,0,Mainstream customer
CUS3710,0,Mainstream customer
CUS3711,0,Mainstream customer
CUS3712,1,Discount customer
CUS3713,0,Mainstream customer
CUS3714,0,Mainstream customer
CUS3715,1,Discount customer
CUS3716,1,Discount customer
CUS3717,0,Mainstream customer
CUS3718,1,Discount customer
CUS3719,0,Mainstream customer
CUS372,2,Premium Bremen Niche
CUS3720,1,Discount customer
CUS3721,1,Discount customer
CUS3722,1,Discount customer
CUS3723,0,Mainstream customer
CUS3724,0,Mainstream customer
CUS3725,0,Mainstream customer
CUS3726,1,Discount customer
CUS3727,1,Discount customer
CUS3728,0,Mainstream customer
CUS3729,0,Mainstream customer
CUS373,0,Mainstream customer
CUS3730,0,Mainstream customer
CUS3731,0,Mainstream customer
CUS3732,0,Mainstream customer
CUS3733,0,Mainstream customer
CUS3734,1,Discount customer
CUS3735,0,Mainstream customer
CUS3736,0,Mainstream customer
CUS3737,0,Mainstream customer
CUS3738,1,Discount customer
CUS3739,2,Premium Bremen Niche
CUS374,1,Discount customer
CUS3740,0,Mainstream customer
CUS3741,0,Mainstream customer
CUS3742,0,Mainstream customer
CUS3743,0,Mainstream customer
CUS3744,0,Mainstream customer
CUS3745,1,Discount customer
CUS3746,0,Mainstream customer
CUS3747,1,Discount customer
CUS3748,0,Mainstream customer
CUS3749,0,Mainstream customer
CUS375,0,Mainstream customer
CUS3750,0,Mainstream customer
CUS3751,1,Discount customer
CUS3752,0,Mainstream customer
CUS3753,0,Mainstream customer
CUS3754,0,Mainstream customer
CUS3755,1,Discount customer
CUS3756,0,Mainstream customer
CUS3757,0,Mainstream customer
CUS3758,0,Mainstream customer
CUS3759,0,Mainstream customer
CUS376,0,Mainstream customer
CUS3760,1,Discount customer
CUS3761,0,Mainstream customer
CUS3762,0,Mainstream customer
CUS3763,0,Mainstream customer
CUS3764,1,Discount customer
CUS3765,1,Discount customer
CUS3766,1,Discount customer
CUS3767,1,Discount customer
CUS3768,0,Mainstream customer
CUS3769,0,Mainstream customer
CUS377,1,Discount customer
CUS3770,0,Mainstream customer
CUS3771,0,Mainstream customer
CUS3772,0,Mainstream customer
CUS3773,0,Mainstream customer
CUS3774,1,Discount customer
CUS3775,1,Discount customer
CUS3776,1,Discount customer
CUS3777,0,Mainstream customer
CUS3778,2,Premium Bremen Niche
CUS3779,0,Mainstream customer
CUS378,1,Discount customer
CUS3780,0,Mainstream customer
CUS3781,0,Mainstream customer
CUS3782,0,Mainstream customer
CUS3783,0,Mainstream customer
CUS3784,0,Mainstream customer
CUS3785,0,Mainstream customer
CUS3786,1,Discount customer
CUS3787,0,Mainstream customer
CUS3788,0,Mainstream customer
CUS3789,0,Mainstream customer
CUS379,0,Mainstream customer
CUS3790,1,Discount customer
CUS3791,1,Discount customer
CUS3792,0,Mainstream customer
CUS3793,0,Mainstream customer
CUS3794,1,Discount customer
CUS3795,1,Discount customer
CUS3796,1,Discount customer
CUS3797,0,Mainstream customer
CUS3798,0,Mainstream customer
CUS3799,0,Mainstream customer
CUS38,0,Mainstream customer
CUS380,1,Discount customer
CUS3800,0,Mainstream customer
CUS3801,0,Mainstream customer
CUS3802,0,Mainstream customer
CUS3803,0,Mainstream customer
CUS3804,0,Mainstream customer
CUS3805,1,Discount customer
CUS3806,0,Mainstream customer
CUS3807,0,Mainstream customer
CUS3808,0,Mainstream customer
CUS3809,1,Discount customer
CUS381,0,Mainstream customer
CUS3810,0,Mainstream customer
CUS3811,0,Mainstream customer
CUS3812,1,Discount customer
CUS3813,1,Discount customer
CUS3814,1,Discount customer
CUS3815,0,Mainstream customer
CUS3816,0,Mainstream customer
CUS3817,0,Mainstream customer
CUS3818,1,Discount customer
CUS3819,0,Mainstream customer
CUS382,0,Mainstream customer
CUS3820,1,Discount customer
CUS3821,0,Mainstream customer
CUS3822,0,Mainstream customer
CUS3823,0,Mainstream customer
CUS3824,1,Discount customer
CUS3825,0,Mainstream customer
CUS3826,0,Mainstream customer
CUS3827,0,Mainstream customer
CUS3828,1,Discount customer
CUS3829,0,Mainstream customer
CUS383,0,Mainstream customer
CUS3830,0,Mainstream customer
CUS3831,0,Mainstream customer
CUS3832,0,Mainstream customer
CUS3833,0,Mainstream customer
CUS3834,0,Mainstream customer
CUS3835,0,Mainstream customer
CUS3836,1,Discount customer
CUS3837,0,Mainstream customer
CUS3838,0,Mainstream customer
CUS3839,0,Mainstream customer
CUS384,1,Discount customer
CUS3840,1,Discount customer
CUS3841,0,Mainstream customer
CUS3842,0,Mainstream customer
CUS3843,0,Mainstream customer
CUS3844,1,Discount customer
CUS3845,0,Mainstream customer
CUS3846,0,Mainstream customer
CUS3847,1,Discount customer
CUS3848,0,Mainstream customer
CUS3849,1,Discount customer
CUS385,1,Discount customer
CUS3850,0,Mainstream customer
CUS3851,0,Mainstream customer
CUS3852,0,Mainstream customer
CUS3853,1,Discount customer
CUS3854,1,Discount customer
CUS3855,1,Discount customer
CUS3856,0,Mainstream customer
CUS3857,0,Mainstream customer
CUS3858,0,Mainstream customer
CUS3859,0,Mainstream customer
CUS386,0,Mainstream customer
CUS3860,0,Mainstream customer
CUS3861,0,Mainstream customer
CUS3862,0,Mainstream customer
CUS3863,0,Mainstream customer
CUS3864,1,Discount customer
CUS3865,1,Discount customer
CUS3866,1,Discount customer
CUS3867,2,Premium Bremen Niche
CUS3868,0,Mainstream customer
CUS3869,0,Mainstream customer
CUS387,0,Mainstream customer
CUS3870,0,Mainstream customer
CUS3871,1,Discount customer
CUS3872,0,Mainstream customer
CUS3873,2,Premium Bremen Niche
CUS3874,1,Discount customer
CUS3875,0,Mainstream customer
CUS3876,1,Discount customer
CUS3877,0,Mainstream customer
CUS3878,1,Discount customer
CUS3879,1,Discount customer
CUS388,1,Discount customer
CUS3880,1,Discount customer
CUS3881,0,Mainstream customer
CUS3882,1,Discount customer
CUS3883,0,Mainstream customer
CUS3884,0,Mainstream customer
CUS3885,0,Mainstream customer
CUS3886,1,Discount customer
CUS3887,1,Discount customer
CUS3888,0,Mainstream customer
CUS3889,0,Mainstream customer
CUS389,1,Discount customer
CUS3890,1,Discount customer
CUS3891,1,Discount customer
CUS3892,0,Mainstream customer
CUS3893,1,Discount customer
CUS3894,0,Mainstream customer
CUS3895,1,Discount customer
CUS3896,0,Mainstream customer
CUS3897,0,Mainstream customer
CUS3898,3,Urban Trendy Berlin
CUS3899,0,Mainstream customer
CUS39,0,Mainstream customer
CUS390,0,Mainstream customer
CUS3900,1,Discount customer
CUS3901,0,Mainstream customer
CUS3902,0,Mainstream customer
CUS3903,0,Mainstream customer
CUS3904,1,Discount customer
CUS3905,0,Mainstream customer
CUS3906,0,Mainstream customer
CUS3907,0,Mainstream customer
CUS3908,0,Mainstream customer
CUS3909,0,Mainstream customer
CUS391,0,Mainstream customer
CUS3910,0,Mainstream customer
CUS3911,0,Mainstream customer
CUS3912,1,Discount customer
CUS3913,0,Mainstream customer
CUS3914,0,Mainstream customer
CUS3915,2,Premium Bremen Niche
CUS3916,0,Mainstream customer
CUS3917,1,Discount customer
CUS3918,1,Discount customer
CUS3919,0,Mainstream customer
CUS392,0,Mainstream customer
CUS3920,1,Discount customer
CUS3921,0,Mainstream customer
CUS3922,1,Discount customer
CUS3923,0,Mainstream customer
CUS3924,0,Mainstream customer
CUS3925,0,Mainstream customer
CUS3926,0,Mainstream customer
CUS3927,0,Mainstream customer
CUS3928,0,Mainstream customer
CUS3929,1,Discount customer
CUS393,1,Discount customer
CUS3930,3,Urban Trendy Berlin
CUS3931,2,Premium Bremen Niche
CUS3932,0,Mainstream customer
CUS3933,0,Mainstream customer
CUS3934,0,Mainstream customer
CUS3935,0,Mainstream customer
CUS3936,0,Mainstream customer
CUS3937,0,Mainstream customer
CUS3938,1,Discount customer
CUS3939,0,Mainstream customer
CUS394,0,Mainstream customer
CUS3940,0,Mainstream customer
CUS3941,1,Discount customer
CUS3942,0,Mainstream customer
CUS3943,0,Mainstream customer
CUS3944,0,Mainstream customer
CUS3945,0,Mainstream customer
CUS3946,0,Mainstream customer
CUS3947,0,Mainstream customer
CUS3948,0,Mainstream customer
CUS3949,0,Mainstream customer
CUS395,0,Mainstream customer
CUS3950,0,Mainstream customer
CUS3951,0,Mainstream customer
CUS3952,0,Mainstream customer
CUS3953,0,Mainstream customer
CUS3954,1,Discount customer
CUS3955,0,Mainstream customer
CUS3956,0,Mainstream customer
CUS3957,2,Premium Bremen Niche
CUS3958,0,Mainstream customer
CUS3959,3,Urban Trendy Berlin
CUS396,0,Mainstream customer
CUS3960,1,Discount customer
CUS3961,2,Premium Bremen Niche
CUS3962,1,Discount customer
CUS3963,0,Mainstream customer
CUS3964,0,Mainstream customer
CUS3965,0,Mainstream customer
CUS3966,0,Mainstream customer
CUS3967,1,Discount customer
CUS3968,0,Mainstream customer
CUS3969,0,Mainstream customer
CUS397,0,Mainstream customer
CUS3970,0,Mainstream customer
CUS3971,0,Mainstream customer
CUS3972,0,Mainstream customer
CUS3973,0,Mainstream customer
CUS3974,0,Mainstream customer
CUS3975,3,Urban Trendy Berlin
CUS3976,1,Discount customer
CUS3977,1,Discount customer
CUS3978,0,Mainstream customer
CUS3979,0,Mainstream customer
CUS398,0,Mainstream customer
CUS3980,0,Mainstream customer
CUS3981,0,Mainstream customer
CUS3982,0,Mainstream customer
CUS3983,0,Mainstream customer
CUS3984,0,Mainstream customer
CUS3985,0,Mainstream customer
CUS3986,0,Mainstream customer
CUS3987,0,Mainstream customer
CUS3988,0,Mainstream customer
CUS3989,1,Discount customer
CUS399,1,Discount customer
CUS3990,0,Mainstream customer
CUS3991,0,Mainstream customer
CUS3992,0,Mainstream customer
CUS3993,1,Discount customer
CUS3994,0,Mainstream customer
CUS3995,0,Mainstream customer
CUS3996,0,Mainstream customer
CUS3997,0,Mainstream customer
CUS3998,0,Mainstream customer
CUS3999,0,Mainstream customer
CUS4,1,Discount customer
CUS40,0,Mainstream customer
CUS400,1,Discount customer
CUS4000,0,Mainstream customer
CUS4001,1,Discount customer
CUS4002,0,Mainstream customer
CUS4003,1,Discount customer
CUS4004,0,Mainstream customer
CUS4005,0,Mainstream customer
CUS4006,1,Discount customer
CUS4007,0,Mainstream customer
CUS4008,0,Mainstream customer
CUS4009,0,Mainstream customer
CUS401,3,Urban Trendy Berlin
CUS4010,0,Mainstream customer
CUS4011,0,Mainstream customer
CUS4012,0,Mainstream customer
CUS4013,1,Discount customer
CUS4014,1,Discount customer
CUS4015,0,Mainstream customer
CUS4016,0,Mainstream customer
CUS4017,0,Mainstream customer
CUS4018,0,Mainstream customer
CUS4019,0,Mainstream customer
CUS402,1,Discount customer
CUS4020,0,Mainstream customer
CUS4021,0,Mainstream customer
CUS4022,0,Mainstream customer
CUS4023,0,Mainstream customer
CUS4024,0,Mainstream customer
CUS4025,1,Discount customer
CUS4026,0,Mainstream customer
CUS4027,0,Mainstream customer
CUS4028,1,Discount customer
CUS4029,1,Discount customer
CUS403,1,Discount customer
CUS4030,0,Mainstream customer
CUS4031,0,Mainstream customer
CUS4032,0,Mainstream customer
CUS4033,0,Mainstream customer
CUS4034,0,Mainstream customer
CUS4035,0,Mainstream customer
CUS4036,1,Discount customer
CUS4037,0,Mainstream customer
CUS4038,1,Discount customer
CUS4039,0,Mainstream customer
CUS404,1,Discount customer
CUS4040,1,Discount customer
CUS4041,0,Mainstream customer
CUS4042,0,Mainstream customer
CUS4043,0,Mainstream customer
